x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
-1.6821479323560298,0.3569704181009801,-0.6512479372773974,-1.5750666171428198,0.3788941905393073,0.8124024593606932,-1.5236466196874527,0.39976762594540977,0.6845069416592311,-1.5074032422650971,0.41944656806486313,0.5928701281221929,-1.441153590221239,0.4258810927602138,0.4878842011062831,-1.5923535284433754,0.4087132366691704,-0.3050014474613778,-1.594204952981318,0.44997212019128113,-0.3458380515002221,-1.6000859482470104,0.5064189499899784,-0.16672884403154253,-1.589580443873893,0.5541197847214399,-0.005078624803247656,-1.6975101379795172,0.4188303065504373,-0.6435896385935511,-1.730128344278541,0.47009365559399746,-0.551648735082552,-1.7468800254000354,0.5230579878254035,-0.18492033972045022,-1.7413709158369581,0.555446867572901,0.11422305448115559,-1.7791254280135942,0.42403976177342884,-0.7986868076799526,-1.8210751082235135,0.47456643760079503,-0.6655122627480704,-1.8261497355113454,0.5178407460329174,-0.3203423969094587,-1.8022628507011025,0.5435117552187425,-0.005365731108097832,-1.8430027223467251,0.4263609552349012,-0.792055798341982,-1.9045948415226988,0.46362016412379237,-0.6449470643611421,-1.908420780891234,0.5080038527852607,-0.5102402993819687,-1.8779394060313166,0.5472983500003102,-0.3489777346273892,0
-1.0527098475177272,-2.3037670443041893,-0.6122833566069705,-0.8713472977164215,-2.309023544862696,4.096144605305722,-0.8215818221238194,-2.2798988550424997,4.456417618055411,-0.7877114170406656,-2.2565139799078526,4.280994383178433,-0.7365848876225258,-2.257041612110341,3.906869432627747,-1.03167299082701,-2.269443737049309,4.848404002248139,-1.0778389471349878,-2.2458891609752736,4.483774610159923,-1.0446166973398958,-2.2393318789323744,4.054732934484255,-0.9812470334022619,-2.234084186171907,3.5327404433369267,-1.045562957236162,-2.2805583097577693,3.3422886198203363,-1.1912625328788917,-2.2762478273651765,2.7640644305716653,-1.192915231578362,-2.30247694703448,2.1363529893859217,-1.158043751586386,-2.3242632086512236,1.5944085045538108,-1.0612848414094418,-2.3122087884277076,1.2617907880106165,-1.190825779350744,-2.333017841227708,0.970328384613082,-1.1888573830325964,-2.3766882889310916,0.3771063189291115,-1.167846275135724,-2.4056125649696716,-0.06863591901973605,-1.0646703395362695,-2.350887460788641,-0.20312635376295052,-1.189369790135105,-2.3794647204089836,-0.49139581270183985,-1.2241891712566892,-2.4226077639455963,-0.9610172561707513,-1.2360106466314322,-2.460966090363992,-1.3200526349058805,0
-0.909926138918877,-2.4144041001383028,0.07988639835501495,-0.7668873003611675,-2.409772409055597,3.918493195432813,-0.7574332261368785,-2.374777687822132,4.1425436061317376,-0.7376727517034752,-2.335723653174039,3.837386582987817,-0.6774298514710442,-2.3192632098995043,3.424767050231552,-0.9933016009392563,-2.3454965539739003,4.651696601186348,-1.0282679309848386,-2.299535636584354,4.007760522361239,-0.9756236134074666,-2.286997042848304,3.4175733521164178,-0.8930361431931965,-2.2769487066667096,2.9268919775076774,-1.0413051584027138,-2.3696935047139864,3.0751178948525717,-1.1850271763855427,-2.3546481346234103,2.4578177764072886,-1.1801651900200418,-2.391708228157124,1.8985890956273592,-1.1215964865274468,-2.4149655412774234,1.4869072039060922,-1.0651514710232002,-2.409251653139666,0.9546370280564265,-1.2135805014812375,-2.4204320445866685,0.6420454132559195,-1.197452515886365,-2.4746320890445532,0.1448378798541726,-1.1345296742645383,-2.511302316161897,-0.15504424367091957,-1.0545451761833362,-2.4569618619644142,-0.5153447751778103,-1.1376824717485665,-2.485006679473225,-0.578533952770599,-1.112445824242414,-2.526743606461772,-0.7830663424148052,-1.0470198977291438,-2.5564854154959256,-0.9478622082070638,0
0.3574133619094563,-2.706178732891402,-0.8888167920066985,0.38007903934925763,-2.6411600187901243,-0.1590772121046314,0.42152335668169505,-2.584885332733078,-0.2544882688595808,0.44027824110850866,-2.546106736268085,-0.4629476161425458,0.4164318631452283,-2.524488789958794,-0.6839312631163496,0.47739345196758665,-2.5779335793861735,0.30025630778787177,0.5568660211914479,-2.5421298988904857,0.00135242970894304,0.6061848766590757,-2.5353532702040513,-0.33103691755612213,0.637271685402294,-2.532533167465041,-0.601109148407819,0.48604997679032846,-2.6007915795483827,-0.2869288796285477,0.632454480344832,-2.5914297231232584,-0.5048704424852773,0.7307110997231581,-2.6258753089658975,-0.8595888527224588,0.7847251973219046,-2.6540563089014046,-1.1067695440356762,0.50410747417797,-2.6226436183253536,-0.9039306133169933,0.7173747280635312,-2.6209998793612077,-1.1194507329907781,0.8769206169349807,-2.667832241845692,-1.642676120958498,0.9863552599796722,-2.709464599920125,-1.9559201471541947,0.5203542359273644,-2.6366096065534252,-1.240634222118828,0.7110200978586007,-2.609506165762301,-1.3894918619403078,0.8605168997711251,-2.6334260167913874,-1.7013593629566968,0.9701144298876571,-2.6640538176779844,-1.9446962705305235,0
-1.7387775746212715,0.22899920337844842,-2.951275292456845,-1.641831834296094,0.30295214300065587,1.7394728397239023,-1.625436037672285,0.34559745559200516,1.770650754928379,-1.6276443379672516,0.36396250813247316,1.7299384030662768,-1.567314916603948,0.35598121189686543,1.6794928758144139,-1.6979281633203926,0.34513963562082856,0.9137097769402275,-1.7475577129838247,0.37436148206358616,1.1553737747624404,-1.7694643149500462,0.32354752946578197,1.4437120743182126,-1.8214246185555178,0.2745785450128542,1.5464201899053471,-1.7842535041316403,0.3371629260109354,0.5993882835619753,-1.8230225225650496,0.36572803715385727,0.6650655052806833,-1.8382495330250557,0.3251958608693781,0.8936849580724162,-1.883717450335927,0.28887287726551575,0.9938573282499125,-1.8542751260938328,0.32942404470311637,0.32521961354562534,-1.876840809664539,0.35415455903681925,0.42399358123224146,-1.883822183254832,0.31741761982807243,0.6069477533178248,-1.916919306575386,0.280761788628658,0.6946133467780191,-1.908828163266476,0.3227846230856624,0.1981185940346114,-1.910516889836809,0.34509422566620657,0.4354545306141965,-1.8976964737920696,0.3167745831197771,0.6008728684001118,-1.9118962225415836,0.2819962525098624,0.6602899849191122,0
-1.887624077613189,0.2770672312464878,-2.2059457545216756,-1.835960064463069,0.339852578185568,0.07529564043517678,-1.8806204756277067,0.38081541946689884,0.1344725604769011,-1.9352668526032026,0.40527326905202526,0.2251987782789235,-1.935028177477439,0.41587670083889927,0.36933365693043185,-2.022328207993693,0.3570323448818285,-0.34159745805350183,-2.072228277687229,0.4067104263157666,-0.01794087192742691,-2.0624051539460617,0.36639303615705676,0.3263295502777455,-2.1035201856043666,0.32388415647915153,0.5374770464817746,-2.073978349784147,0.3449312365589626,-0.10845759062317539,-2.110702691680931,0.39526264213900825,0.16793964907278594,-2.0981797626383205,0.36176543932384175,0.4204501226692644,-2.1308509996724285,0.3337832841119133,0.5207370349141298,-2.0958925225177296,0.3334958025143411,0.20506504523530686,-2.123546087608744,0.3802627398042756,0.38822499651513487,-2.1062062951791543,0.35580246302755936,0.5969198110600883,-2.1236923138891,0.3265282409797922,0.6695290385408847,-2.1024654542952037,0.3304065503410063,0.4232894673339146,-2.1147639339738507,0.3647959580642282,0.5423924340852613,-2.0902341537511444,0.35860335346531735,0.6309019506392508,-2.092083055877928,0.3452424908057819,0.6442955013150102,0
-1.8687414368004471,0.3196104927763614,-1.9773854867277845,-1.8193348028469467,0.37152798578714896,0.3001576102744647,-1.848147811158092,0.39954823210348867,0.2447996743785799,-1.8998148954701017,0.42112935198766605,0.23979026403416123,-1.8974518131856655,0.4354140100022543,0.3077359850757424,-1.953393686184228,0.3824044598467607,-0.40937547170515864,-2.006279895446395,0.4229746804164986,-0.09685718945814513,-2.0089881019128235,0.3948928142050218,0.295601759252795,-2.0388645170844946,0.3574031309824861,0.5314095077059968,-2.0199701722343204,0.3722390447524237,-0.33166412648228866,-2.072036198072601,0.4187945001205003,-0.13775727370786983,-2.067704924432887,0.4033439222828875,0.1810698765688082,-2.0799308912640413,0.3821475735920569,0.36798815394165546,-2.0583995027851665,0.36104674889205673,-0.10587804594722229,-2.099963105993551,0.40491906531461935,0.03971411372160323,-2.081867276379544,0.3999818222813769,0.33430798300648723,-2.074378687923516,0.38398934589349887,0.5068601384756097,-2.07840551083671,0.3525432806886095,0.09383089509268419,-2.113281248449059,0.38412484810908204,0.21951525112348688,-2.0884277078223263,0.3947551596656628,0.34209810320760886,-2.0712067758318145,0.3932416636354173,0.4067817368958081,0
-1.708459324317577,0.30801289360542994,-2.12997625424341,-1.602814855128853,0.3602317723073966,1.2863607325748896,-1.5832318845235223,0.39496437143637386,1.2783646233906008,-1.6113002826861387,0.4173251595913197,1.2452394191823948,-1.6091690244581767,0.4269944800834013,1.2595492446672967,-1.6567499325750958,0.3787020770670583,0.35115007137250465,-1.6970617648007464,0.42322457357925153,0.5492260199485537,-1.6926148649430577,0.3825276904564598,0.9453072084610116,-1.7367175736661273,0.33683053967095167,1.186001980351523,-1.7602941006141097,0.3731920975712605,0.0004812490758639489,-1.8016832075026614,0.43203018610650035,0.08473868440950137,-1.7845231431010193,0.4098874781993566,0.4533543199245949,-1.8074204937909493,0.3830131640143319,0.7215178732499344,-1.835691690347612,0.37019678209605755,-0.2323147606559719,-1.8611126773556863,0.42384747064259604,-0.05462655513683124,-1.83534734133686,0.4041418644283748,0.28490838373072563,-1.8429268021307468,0.3797517346544106,0.5228863164974771,-1.8943341214657896,0.36534769417711566,-0.30248975672229744,-1.8955596278129814,0.4073911793684506,-0.008165828833637501,-1.8631872267305656,0.3937453800323521,0.23703706159510324,-1.85911485919122,0.3686202717283832,0.3882796482810291,0
-1.68502141997317,0.33918368645826025,-0.7604178364296852,-1.5895255894094797,0.36882193183821604,0.7587067424770186,-1.5623333078518136,0.3948029023707739,0.811753413186437,-1.5791608884199886,0.4164454088289029,0.9516918341410071,-1.5589655727918743,0.4335679504998034,1.1057282146579175,-1.6584426380551305,0.4023262848259568,-0.35410146427145356,-1.6780135057372803,0.4377084012439623,0.26730074170994506,-1.6906662366656167,0.46519051026793257,1.0207745175291236,-1.6916864720998035,0.46921564686230427,1.4886171677382547,-1.7556973194349825,0.40575646803991317,-0.3303599427559941,-1.7893792922129175,0.45236909355413124,0.06321073003033931,-1.7964418070630273,0.49286655961865317,0.682361012931085,-1.7811714856686274,0.5058906651687185,1.1278323478905705,-1.8252210459506257,0.405023739045309,-0.12421855801878666,-1.8683420378351905,0.4525866405752541,0.14980063523010786,-1.8712231617585637,0.49099485356888645,0.5973128633226893,-1.8459442587450055,0.5091734263726789,0.9450242574960929,-1.8710570689574497,0.4015425312309944,0.08658268009873867,-1.9300909468995888,0.4405596224749385,0.263767757079151,-1.9245660713664041,0.4825474459748828,0.4386306032717833,-1.8918199920556813,0.5164275825981708,0.6168026315671733,0
-1.7294002348203437,0.21908563720682273,-0.9709927469209975,-1.6512962313669757,0.1881816753394929,-0.8273445312538328,-1.5975829443266463,0.19399240915565602,-1.164539544961291,-1.5600914382781443,0.21300867375712723,-1.2722349040171268,-1.5064999411061684,0.2387148793435043,-1.3179605038583027,-1.6907565541414953,0.2147895308714753,-2.395464976503565,-1.6413473549431639,0.26458506166908474,-2.449730443699971,-1.6179884832589868,0.32786381718917845,-2.2153205805141387,-1.5959782520229147,0.3811284537300562,-1.9609867550148277,-1.7834442145605978,0.24765912064329998,-2.536024279975746,-1.8173050931522652,0.3326925587340454,-2.4710102253062454,-1.8124922680982969,0.4083929547899488,-2.1732921651969295,-1.7845533611995117,0.46766441878719267,-1.8801696204709712,-1.8402760798876576,0.27693274598497214,-2.160153132022018,-1.8819016971583042,0.35484562464387304,-2.1352103089026366,-1.879447918239294,0.4192216694239283,-1.919542276506835,-1.8452243719293557,0.4720884930018552,-1.6528719690108256,-1.8667221308688073,0.29403339241325316,-1.6563978150735263,-1.9136019980169936,0.35422052413198685,-1.5981274288645306,-1.9120233878141812,0.4094645125665317,-1.491574623062226,-1.8753580981559022,0.45528429705687945,-1.3597348290606435,0
